Thread_Iteration,Time_Elapsed,MASTER_REQUEST
5,1447468500,IDLE
10,1321722700,IDLE
15,1288849600,IDLE
20,1171894600,IDLE
25,1394432500,IDLE
30,1130146100,IDLE
35,1154861300,IDLE
40,1496111000,IDLE
45,1407018800,REQUEST
50,1609813400,REQUEST
55,1208635600,IDLE
60,1172498400,IDLE
65,1206799300,IDLE
70,1179428400,IDLE
75,1236218800,IDLE
80,1237154900,IDLE
85,1178686600,IDLE
90,1354538900,IDLE
95,1237188700,IDLE
100,1250792100,IDLE
105,1282763200,IDLE
110,1237419400,IDLE
115,1221248700,IDLE
120,1265567700,IDLE
125,1315108000,IDLE
130,1175843600,IDLE
135,1318553200,IDLE
140,1264525400,IDLE
145,1338672100,IDLE
150,1236057500,IDLE
155,1239775500,IDLE
160,1170948700,IDLE
165,1304589500,IDLE
170,1301900800,IDLE
175,1402690500,IDLE
180,1238053100,IDLE
185,1219008100,IDLE
190,1231846500,IDLE
195,1288263500,IDLE
200,1364105800,IDLE
205,1239171400,IDLE
210,1276971300,IDLE
215,1245509400,IDLE
220,1221417000,IDLE
225,1276975700,IDLE
230,1185697600,IDLE
235,1273548800,IDLE
240,1281244600,IDLE
245,1203090700,IDLE
250,1262477900,IDLE
