Thread_Iteration,Time_Elapsed,MASTER_REQUEST
5,1141080600,IDLE
10,1161309500,IDLE
15,1162233200,IDLE
20,1177158500,IDLE
25,1191753300,IDLE
30,1235599900,IDLE
35,1479854400,REQUEST
40,1573921700,IDLE
45,1705338100,IDLE
50,1196270500,IDLE
55,1180415900,IDLE
60,1207713400,IDLE
65,1171349200,IDLE
70,1185203300,IDLE
75,1173038900,IDLE
80,1152936000,IDLE
85,1188138400,IDLE
90,1159791100,IDLE
95,1263717100,IDLE
100,1300331100,IDLE
105,1282548300,IDLE
110,1100490000,IDLE
115,1193427500,IDLE
120,1227871100,IDLE
125,1168421700,IDLE
130,1223389500,IDLE
135,1246984800,IDLE
140,1257272000,IDLE
145,1129196000,IDLE
150,1233716200,IDLE
155,1239598900,IDLE
160,1268486000,IDLE
165,1212475600,IDLE
170,1232468400,IDLE
175,1146657500,IDLE
180,1269550100,IDLE
185,1280825000,IDLE
190,1191939900,IDLE
195,1166480000,IDLE
200,1207929600,IDLE
205,1219731900,IDLE
210,1197074600,IDLE
215,1402275800,IDLE
220,1290634000,IDLE
225,1316387400,IDLE
230,1205681700,IDLE
235,1138313200,IDLE
240,1210671800,IDLE
245,1168925000,IDLE
250,1254551100,IDLE
