PARAMETERS,,,,METRICS - MASTER,METRICS - CLIENT1,,,,METRICS - CLIENT2,,,,METRICS - CLIENT3,,,,METRICS - CLIENT4,,,,METRICS - CLIENT5,,,,METRICS - CLIENT6,,,,METRICS - CLIENT7,,,,METRICS - CLIENT8,,,,METRICS - CLIENT9,,,,METRICS - CLIENT10,,,,METRICS - CLIENT11,,,,METRICS - CLIENT12,,,,METRICS - CLIENT13,,,,METRICS - CLIENT14,,,,METRICS - CLIENT15,,,,METRICS - CLIENT16,,,,METRICS - CLIENT17,,,,METRICS - CLIENT18,,,,METRICS - CLIENT19,,,,METRICS - CLIENT20,,,,METRICS - CLIENT21,,,,METRICS - CLIENT22,,,,METRICS - CLIENT23,,,,METRICS - CLIENT24,,,,METRICS - CLIENT25,,,,METRICS - CLIENT26,,,,METRICS - CLIENT27,,,,METRICS - CLIENT28,,,,METRICS - CLIENT29,,,,METRICS - CLIENT30,,,
,,,,Solution_Time,,Number_Welding_Values,,TIME_ELAPSED_OF_THREAD_CLIENT1,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT2,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT3,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT4,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT5,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT6,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT7,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT8,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT9,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT10,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT11,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT12,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT13,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT14,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT15,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT16,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT17,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT18,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT19,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT20,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT21,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT22,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT23,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT24,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT25,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT26,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT27,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT28,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT29,,TIME_ELAPSED_SEND_DATA_MASTER,,TIME_ELAPSED_OF_THREAD_CLIENT30,,TIME_ELAPSED_SEND_DATA_MASTER,
CLIENTS,ITERATIONS_TILL_WRITE,GENERATED_POINTS_PER_CYCLE,TIME_TILL_REQUEST,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation,Average,Std_Deviation
